HomeTeam,HomeXG,AwayTeam,AwayXG,Season
Brighton,2.3,Leeds,0.6,2020-21
Chelsea,1.7,Fulham,0.3,2020-21
Everton,1.0,Aston Villa,1.6,2020-21
Newcastle,0.3,Arsenal,2.0,2020-21
Tottenham,2.2,Sheffield United,0.5,2020-21
West Brom,1.1,Wolves,1.0,2020-21
Burnley,2.0,West Ham,2.3,2020-21
Leicester,2.2,Newcastle,2.7,2020-21
Leeds,2.5,Tottenham,0.9,2020-21
Sheffield United,0.7,Crystal Palace,2.0,2020-21
Man City,1.8,Chelsea,0.7,2020-21
Liverpool,1.7,Southampton,1.1,2020-21
Wolves,1.1,Brighton,0.3,2020-21
Aston Villa,0.5,Man United,1.7,2020-21
West Ham,1.3,Everton,1.5,2020-21
Arsenal,0.9,West Brom,1.8,2020-21
Fulham,1.0,Burnley,1.5,2020-21
Man United,0.2,Leicester,0.9,2020-21
Southampton,1.2,Crystal Palace,1.5,2020-21
Chelsea,1.8,Arsenal,0.6,2020-21
Aston Villa,0.6,Everton,1.0,2020-21
Man United,1.9,Liverpool,2.7,2020-21
Newcastle,2.2,Man City,1.5,2020-21
Burnley,1.3,Leeds,1.5,2020-21
Southampton,1.6,Fulham,0.8,2020-21
Brighton,0.8,West Ham,1.7,2020-21
Crystal Palace,1.9,Aston Villa,1.4,2020-21
Tottenham,3.2,Wolves,0.9,2020-21
West Brom,1.0,Liverpool,1.9,2020-21
Everton,1.4,Sheffield United,1.2,2020-21
Man United,0.9,Fulham,0.9,2020-21
Southampton,1.6,Leeds,1.7,2020-21
Brighton,1.1,Man City,0.9,2020-21
Chelsea,3.1,Leicester,0.8,2020-21
Newcastle,1.6,Sheffield United,0.9,2020-21
Tottenham,0.8,Aston Villa,1.4,2020-21
Everton,0.7,Wolves,0.3,2020-21
Crystal Palace,1.0,Arsenal,1.8,2020-21
Burnley,0.8,Liverpool,2.6,2020-21
West Brom,1.1,West Ham,3.4,2020-21
Aston Villa,1.1,Chelsea,3.3,2020-21
Leicester,1.9,Tottenham,1.5,2020-21
Man City,2.5,Everton,1.1,2020-21
Sheffield United,0.5,Burnley,1.1,2020-21
Wolves,0.9,Man United,2.0,2020-21
West Ham,1.3,Southampton,1.5,2020-21
Leeds,2.3,West Brom,1.0,2020-21
Arsenal,0.8,Brighton,0.2,2020-21
Liverpool,1.6,Crystal Palace,0.6,2020-21
Fulham,1.0,Newcastle,1.3,2020-21
Liverpool,1.8,Norwich,0.9,2019-20
West Ham,1.1,Man City,3.2,2019-20
Burnley,0.9,Southampton,1.2,2019-20
Watford,0.7,Brighton,0.8,2019-20
Crystal Palace,0.9,Everton,1.1,2019-20
Bournemouth,1.3,Sheffield United,1.3,2019-20
Tottenham,2.4,Aston Villa,0.7,2019-20
Newcastle,0.4,Arsenal,1.1,2019-20
Leicester,0.7,Wolves,0.7,2019-20
Man United,2.2,Chelsea,1.0,2019-20
Arsenal,0.8,Burnley,1.5,2019-20
Norwich,1.7,Newcastle,0.9,2019-20
Aston Villa,2.0,Bournemouth,1.6,2019-20
Brighton,2.0,West Ham,0.8,2019-20
Southampton,1.9,Liverpool,1.3,2019-20
Everton,0.7,Watford,1.2,2019-20
Man City,2.9,Tottenham,0.1,2019-20
Sheffield United,2.2,Crystal Palace,0.3,2019-20
Chelsea,1.1,Leicester,0.8,2019-20
Wolves,0.3,Man United,1.2,2019-20
Aston Villa,1.0,Everton,1.3,2019-20
Norwich,1.1,Chelsea,1.5,2019-20
Sheffield United,0.3,Leicester,0.8,2019-20
Man United,2.5,Crystal Palace,1.1,2019-20
Watford,2.3,West Ham,3.5,2019-20
Brighton,0.8,Southampton,1.7,2019-20
Liverpool,2.5,Arsenal,1.0,2019-20
Bournemouth,2.2,Man City,3.0,2019-20
Wolves,1.5,Burnley,1.6,2019-20
Tottenham,1.1,Newcastle,0.8,2019-20
Southampton,0.9,Man United,1.5,2019-20
West Ham,2.0,Norwich,1.4,2019-20
Crystal Palace,1.4,Aston Villa,0.4,2019-20
Leicester,2.0,Bournemouth,0.6,2019-20
Chelsea,2.0,Sheffield United,1.1,2019-20
Newcastle,1.0,Watford,1.0,2019-20
Man City,1.9,Brighton,0.9,2019-20
Burnley,0.9,Liverpool,1.0,2019-20
Everton,1.3,Wolves,2.0,2019-20
Arsenal,2.4,Tottenham,2.0,2019-20
Liverpool,3.0,Newcastle,0.3,2019-20
Wolves,1.7,Chelsea,2.7,2019-20
Brighton,1.4,Burnley,0.4,2019-20
Tottenham,1.0,Crystal Palace,0.6,2019-20
Man United,1.2,Leicester,0.6,2019-20
Sheffield United,1.8,Southampton,1.6,2019-20
Norwich,1.5,Man City,2.3,2019-20
Bournemouth,1.4,Everton,1.5,2019-20
Watford,2.7,Arsenal,0.8,2019-20
Aston Villa,1.3,West Ham,0.6,2019-20
Southampton,2.5,Bournemouth,1.2,2019-20
Leicester,1.3,Tottenham,1.1,2019-20
Man City,5.9,Watford,0.4,2019-20
Everton,1.0,Sheffield United,0.5,2019-20
Burnley,2.0,Norwich,0.8,2019-20
Newcastle,0.9,Brighton,1.4,2019-20
Crystal Palace,0.9,Wolves,1.5,2019-20
West Ham,0.4,Man United,0.9,2019-20
Chelsea,1.3,Liverpool,0.6,2019-20
Arsenal,2.4,Aston Villa,1.5,2019-20
Sheffield United,1.3,Liverpool,1.9,2019-20
Chelsea,3.7,Brighton,0.6,2019-20
Tottenham,1.0,Southampton,1.5,2019-20
Aston Villa,1.0,Burnley,1.5,2019-20
Crystal Palace,1.5,Norwich,0.7,2019-20
Wolves,1.4,Watford,1.4,2019-20
Bournemouth,1.9,West Ham,1.6,2019-20
Everton,2.4,Man City,2.8,2019-20
Leicester,1.6,Newcastle,0.1,2019-20
Man United,0.9,Arsenal,1.9,2019-20
Brighton,2.4,Tottenham,0.4,2019-20
Watford,1.4,Sheffield United,0.4,2019-20
Burnley,0.6,Everton,1.3,2019-20
Liverpool,3.5,Leicester,0.1,2019-20
Norwich,2.6,Aston Villa,3.0,2019-20
West Ham,1.4,Crystal Palace,2.1,2019-20
Man City,1.4,Wolves,1.0,2019-20
Southampton,1.4,Chelsea,1.7,2019-20
Arsenal,1.2,Bournemouth,0.6,2019-20
Newcastle,0.8,Man United,0.9,2019-20
Everton,2.1,West Ham,0.8,2019-20
Aston Villa,3.0,Brighton,1.2,2019-20
Leicester,1.0,Burnley,1.5,2019-20
Tottenham,1.0,Watford,0.7,2019-20
Wolves,0.9,Southampton,1.4,2019-20
Chelsea,2.0,Newcastle,0.4,2019-20
Bournemouth,0.7,Norwich,0.4,2019-20
Crystal Palace,0.9,Man City,3.5,2019-20
Man United,0.7,Liverpool,1.2,2019-20
Sheffield United,0.9,Arsenal,1.0,2019-20
Southampton,0.3,Leicester,4.6,2019-20
Man City,2.9,Aston Villa,1.0,2019-20
Watford,0.8,Bournemouth,1.0,2019-20
West Ham,2.3,Sheffield United,1.0,2019-20
Brighton,1.2,Everton,0.9,2019-20
Burnley,2.1,Chelsea,0.9,2019-20
Newcastle,1.0,Wolves,2.1,2019-20
Arsenal,1.3,Crystal Palace,1.6,2019-20
Liverpool,2.6,Tottenham,1.2,2019-20
Norwich,1.0,Man United,4.2,2019-20
Bournemouth,1.9,Man United,0.8,2019-20
Sheffield United,2.3,Burnley,0.8,2019-20
Brighton,2.7,Norwich,0.4,2019-20
Aston Villa,0.4,Liverpool,2.4,2019-20
Arsenal,0.9,Wolves,1.8,2019-20
West Ham,1.8,Newcastle,1.5,2019-20
Man City,2.9,Southampton,0.9,2019-20
Watford,1.3,Chelsea,2.1,2019-20
Crystal Palace,0.5,Leicester,1.1,2019-20
Everton,1.1,Tottenham,0.6,2019-20
Norwich,0.7,Watford,1.3,2019-20
Chelsea,3.6,Crystal Palace,0.2,2019-20
Southampton,0.9,Everton,1.8,2019-20
Burnley,2.1,West Ham,0.5,2019-20
Newcastle,2.4,Bournemouth,1.8,2019-20
Tottenham,1.8,Sheffield United,0.9,2019-20
Leicester,1.2,Arsenal,1.0,2019-20
Man United,3.6,Brighton,0.8,2019-20
Wolves,2.4,Aston Villa,0.6,2019-20
Liverpool,1.1,Man City,1.3,2019-20
West Ham,0.7,Tottenham,2.1,2019-20
Crystal Palace,1.0,Liverpool,1.4,2019-20
Arsenal,1.8,Southampton,2.4,2019-20
Bournemouth,0.6,Wolves,1.1,2019-20
Everton,0.9,Norwich,1.7,2019-20
Brighton,0.6,Leicester,3.6,2019-20
Watford,1.0,Burnley,1.9,2019-20
Man City,1.0,Chelsea,0.9,2019-20
Sheffield United,1.3,Man United,1.3,2019-20
Aston Villa,2.3,Newcastle,0.6,2019-20
Newcastle,0.3,Man City,2.4,2019-20
Tottenham,2.3,Bournemouth,1.1,2019-20
Liverpool,1.3,Brighton,0.8,2019-20
Burnley,1.9,Crystal Palace,0.7,2019-20
Chelsea,2.3,West Ham,0.9,2019-20
Southampton,2.1,Watford,0.6,2019-20
Norwich,0.8,Arsenal,1.9,2019-20
Wolves,1.3,Sheffield United,1.5,2019-20
Leicester,2.2,Everton,1.1,2019-20
Man United,1.7,Aston Villa,1.2,2019-20
Crystal Palace,0.3,Bournemouth,0.4,2019-20
Burnley,0.6,Man City,2.2,2019-20
Wolves,1.5,West Ham,0.6,2019-20
Southampton,1.7,Norwich,0.9,2019-20
Chelsea,1.8,Aston Villa,1.0,2019-20
Man United,1.4,Tottenham,0.9,2019-20
Leicester,2.4,Watford,0.2,2019-20
Liverpool,2.0,Everton,1.5,2019-20
Sheffield United,1.1,Newcastle,0.5,2019-20
Arsenal,0.9,Brighton,1.7,2019-20
Everton,1.8,Chelsea,1.1,2019-20
Tottenham,2.6,Burnley,0.9,2019-20
Watford,1.4,Crystal Palace,0.2,2019-20
Bournemouth,0.1,Liverpool,2.4,2019-20
Man City,2.2,Man United,1.4,2019-20
Norwich,0.7,Sheffield United,0.8,2019-20
Aston Villa,1.2,Leicester,4.6,2019-20
Newcastle,0.9,Southampton,1.7,2019-20
Brighton,1.2,Wolves,1.5,2019-20
West Ham,0.6,Arsenal,1.4,2019-20
Liverpool,1.4,Watford,1.0,2019-20
Leicester,1.1,Norwich,1.1,2019-20
Burnley,1.4,Newcastle,1.0,2019-20
Sheffield United,1.7,Aston Villa,1.1,2019-20
Chelsea,2.1,Bournemouth,1.0,2019-20
Southampton,0.9,West Ham,0.9,2019-20
Man United,1.4,Everton,0.3,2019-20
Wolves,0.9,Tottenham,0.9,2019-20
Arsenal,0.5,Man City,1.3,2019-20
Crystal Palace,0.7,Brighton,2.3,2019-20
Everton,0.5,Arsenal,0.6,2019-20
Norwich,1.3,Wolves,1.4,2019-20
Brighton,0.5,Sheffield United,1.3,2019-20
Newcastle,0.5,Crystal Palace,1.3,2019-20
Aston Villa,1.1,Southampton,2.8,2019-20
Bournemouth,0.1,Burnley,0.2,2019-20
Man City,3.3,Leicester,1.1,2019-20
Watford,1.5,Man United,1.8,2019-20
Tottenham,0.3,Chelsea,1.3,2019-20
Tottenham,0.8,Brighton,1.0,2019-20
Aston Villa,0.6,Norwich,1.2,2019-20
Crystal Palace,2.7,West Ham,0.9,2019-20
Bournemouth,2.0,Arsenal,1.4,2019-20
Sheffield United,2.4,Watford,0.6,2019-20
Everton,1.4,Burnley,0.3,2019-20
Chelsea,0.7,Southampton,1.1,2019-20
Man United,1.9,Newcastle,0.8,2019-20
Leicester,0.1,Liverpool,3.2,2019-20
Wolves,2.6,Man City,1.5,2019-20
Brighton,0.8,Bournemouth,0.5,2019-20
Watford,2.8,Aston Villa,0.6,2019-20
Newcastle,1.8,Everton,2.9,2019-20
Southampton,1.4,Crystal Palace,0.3,2019-20
West Ham,1.0,Leicester,2.5,2019-20
Norwich,0.2,Tottenham,1.9,2019-20
Burnley,0.5,Man United,2.2,2019-20
Arsenal,0.5,Chelsea,1.4,2019-20
Liverpool,1.2,Wolves,0.5,2019-20
Man City,1.1,Sheffield United,1.1,2019-20
Brighton,1.3,Chelsea,1.3,2019-20
Burnley,2.2,Aston Villa,1.3,2019-20
Newcastle,0.7,Leicester,2.6,2019-20
Southampton,1.3,Tottenham,0.9,2019-20
Watford,1.1,Wolves,1.2,2019-20
Norwich,1.4,Crystal Palace,1.3,2019-20
West Ham,2.4,Bournemouth,0.6,2019-20
Man City,1.5,Everton,1.0,2019-20
Arsenal,1.5,Man United,0.7,2019-20
Liverpool,2.8,Sheffield United,0.6,2019-20
Sheffield United,1.4,West Ham,0.7,2019-20
Crystal Palace,0.6,Arsenal,1.4,2019-20
Chelsea,2.7,Burnley,0.8,2019-20
Everton,1.7,Brighton,1.3,2019-20
Leicester,0.7,Southampton,2.1,2019-20
Wolves,1.6,Newcastle,0.2,2019-20
Man United,2.9,Norwich,0.3,2019-20
Tottenham,1.2,Liverpool,1.2,2019-20
Bournemouth,0.4,Watford,2.0,2019-20
Aston Villa,1.1,Man City,2.8,2019-20
Watford,2.5,Tottenham,1.9,2019-20
Arsenal,1.4,Sheffield United,0.8,2019-20
Norwich,1.8,Bournemouth,0.7,2019-20
Man City,2.6,Crystal Palace,0.4,2019-20
Southampton,0.7,Wolves,2.4,2019-20
Brighton,1.1,Aston Villa,0.6,2019-20
West Ham,1.3,Everton,1.7,2019-20
Newcastle,0.6,Chelsea,2.4,2019-20
Burnley,1.4,Leicester,2.5,2019-20
Liverpool,1.9,Man United,1.3,2019-20
Crystal Palace,0.6,Southampton,1.1,2019-20
Everton,1.8,Newcastle,1.3,2019-20
Aston Villa,1.3,Watford,1.8,2019-20
Sheffield United,0.8,Man City,2.8,2019-20
Bournemouth,1.4,Brighton,1.8,2019-20
Chelsea,2.9,Arsenal,0.4,2019-20
Leicester,2.8,West Ham,1.6,2019-20
Tottenham,2.1,Norwich,1.5,2019-20
Man United,1.4,Burnley,0.6,2019-20
Wolves,1.8,Liverpool,1.1,2019-20
West Ham,0.7,Liverpool,2.8,2019-20
Leicester,1.4,Chelsea,0.6,2019-20
West Ham,0.8,Brighton,1.9,2019-20
Watford,0.9,Everton,2.2,2019-20
Crystal Palace,0.8,Sheffield United,0.7,2019-20
Liverpool,3.2,Southampton,0.8,2019-20
Bournemouth,2.2,Aston Villa,1.7,2019-20
Newcastle,1.0,Norwich,2.2,2019-20
Man United,1.0,Wolves,1.3,2019-20
Burnley,1.9,Arsenal,1.2,2019-20
Tottenham,0.3,Man City,2.4,2019-20
Everton,2.5,Crystal Palace,1.1,2019-20
Brighton,0.8,Watford,0.2,2019-20
Sheffield United,1.9,Bournemouth,1.4,2019-20
Wolves,1.0,Leicester,0.7,2019-20
Southampton,0.8,Burnley,0.8,2019-20
Norwich,0.3,Liverpool,2.0,2019-20
Aston Villa,1.8,Tottenham,3.4,2019-20
Arsenal,2.6,Newcastle,0.9,2019-20
Chelsea,0.9,Man United,0.6,2019-20
Man City,2.1,West Ham,0.1,2019-20
Chelsea,1.7,Tottenham,0.2,2019-20
Crystal Palace,1.6,Newcastle,0.2,2019-20
Southampton,2.6,Aston Villa,0.5,2019-20
Burnley,3.2,Bournemouth,1.8,2019-20
Sheffield United,1.6,Brighton,1.2,2019-20
Leicester,0.8,Man City,2.4,2019-20
Wolves,2.9,Norwich,0.4,2019-20
Man United,2.4,Watford,0.3,2019-20
Arsenal,1.3,Everton,2.7,2019-20
Liverpool,2.4,West Ham,0.7,2019-20
Norwich,0.6,Leicester,1.3,2019-20
Brighton,2.2,Crystal Palace,2.5,2019-20
West Ham,2.3,Southampton,0.7,2019-20
Bournemouth,1.4,Chelsea,1.9,2019-20
Newcastle,1.1,Burnley,0.7,2019-20
Watford,2.3,Liverpool,0.3,2019-20
Tottenham,1.7,Wolves,2.6,2019-20
Everton,2.1,Man United,1.1,2019-20
Liverpool,1.8,Bournemouth,1.4,2019-20
Wolves,0.8,Brighton,0.3,2019-20
Crystal Palace,0.8,Watford,0.6,2019-20
Southampton,0.6,Newcastle,2.8,2019-20
Arsenal,1.2,West Ham,1.5,2019-20
Sheffield United,0.9,Norwich,2.4,2019-20
Burnley,3.0,Tottenham,1.2,2019-20
Chelsea,1.8,Everton,0.5,2019-20
Man United,1.6,Man City,0.6,2019-20
Leicester,2.1,Aston Villa,0.5,2019-20
Aston Villa,1.4,Sheffield United,0.3,2019-20
Man City,2.6,Arsenal,0.3,2019-20
Norwich,0.6,Southampton,1.7,2019-20
Tottenham,0.4,Man United,1.7,2019-20
Watford,1.3,Leicester,1.0,2019-20
Brighton,1.0,Arsenal,0.8,2019-20
West Ham,0.5,Wolves,1.0,2019-20
Bournemouth,0.5,Crystal Palace,0.8,2019-20
Newcastle,2.0,Sheffield United,0.6,2019-20
Aston Villa,1.0,Chelsea,1.1,2019-20
Everton,0.9,Liverpool,0.7,2019-20
Man City,2.4,Burnley,0.0,2019-20
Leicester,0.6,Brighton,1.1,2019-20
Tottenham,2.3,West Ham,1.2,2019-20
Norwich,0.4,Everton,0.8,2019-20
Wolves,1.7,Bournemouth,0.1,2019-20
Man United,2.4,Sheffield United,0.1,2019-20
Newcastle,0.9,Aston Villa,1.6,2019-20
Liverpool,2.4,Crystal Palace,0.1,2019-20
Southampton,0.9,Arsenal,1.9,2019-20
Burnley,0.9,Watford,0.7,2019-20
Chelsea,3.2,Man City,0.8,2019-20
Aston Villa,0.6,Wolves,0.7,2019-20
Watford,0.5,Southampton,1.3,2019-20
Crystal Palace,0.9,Burnley,0.4,2019-20
Brighton,0.4,Man United,1.0,2019-20
Bournemouth,1.6,Newcastle,1.8,2019-20
Everton,1.2,Leicester,1.8,2019-20
Arsenal,1.5,Norwich,0.3,2019-20
West Ham,2.2,Chelsea,1.6,2019-20
Sheffield United,1.6,Tottenham,1.1,2019-20
Man City,2.4,Liverpool,1.1,2019-20
Norwich,0.6,Brighton,1.0,2019-20
Leicester,2.8,Crystal Palace,0.8,2019-20
Man United,2.5,Bournemouth,1.8,2019-20
Wolves,1.2,Arsenal,1.3,2019-20
Chelsea,2.5,Watford,0.6,2019-20
Burnley,1.3,Sheffield United,1.1,2019-20
Newcastle,1.4,West Ham,2.1,2019-20
Liverpool,0.7,Aston Villa,0.7,2019-20
Southampton,0.6,Man City,3.2,2019-20
Tottenham,0.5,Everton,0.5,2019-20
Crystal Palace,1.5,Chelsea,1.9,2019-20
Watford,1.2,Norwich,1.2,2019-20
Arsenal,1.1,Leicester,0.9,2019-20
Man City,2.8,Newcastle,0.3,2019-20
West Ham,1.6,Burnley,0.9,2019-20
Sheffield United,0.5,Wolves,0.4,2019-20
Brighton,2.4,Liverpool,2.5,2019-20
Everton,1.0,Southampton,2.4,2019-20
Bournemouth,1.4,Tottenham,0.5,2019-20
Aston Villa,0.5,Man United,2.3,2019-20
Norwich,0.6,West Ham,3.5,2019-20
Watford,3.4,Newcastle,1.3,2019-20
Liverpool,1.7,Burnley,0.4,2019-20
Sheffield United,2.3,Chelsea,1.2,2019-20
Brighton,0.2,Man City,4.4,2019-20
Wolves,2.6,Everton,0.3,2019-20
Aston Villa,1.7,Crystal Palace,1.2,2019-20
Tottenham,2.0,Arsenal,0.6,2019-20
Bournemouth,2.5,Leicester,1.5,2019-20
Man United,1.5,Southampton,1.6,2019-20
Chelsea,2.5,Norwich,0.1,2019-20
Newcastle,1.1,Tottenham,1.5,2019-20
Burnley,1.9,Wolves,1.2,2019-20
Man City,0.7,Bournemouth,1.6,2019-20
Arsenal,0.8,Liverpool,2.1,2019-20
Leicester,2.6,Sheffield United,0.7,2019-20
Everton,0.9,Aston Villa,1.3,2019-20
Crystal Palace,0.6,Man United,2.2,2019-20
Southampton,2.5,Brighton,0.7,2019-20
West Ham,0.9,Watford,1.5,2019-20
Norwich,0.3,Burnley,1.8,2019-20
Bournemouth,0.5,Southampton,2.5,2019-20
Tottenham,0.8,Leicester,1.7,2019-20
Brighton,0.8,Newcastle,0.9,2019-20
Sheffield United,0.5,Everton,0.4,2019-20
Wolves,1.5,Crystal Palace,0.4,2019-20
Watford,0.1,Man City,3.3,2019-20
Aston Villa,0.6,Arsenal,0.6,2019-20
Man United,0.6,West Ham,1.5,2019-20
Liverpool,1.7,Chelsea,2.4,2019-20
Everton,1.7,Bournemouth,1.5,2019-20
Leicester,0.8,Man United,1.3,2019-20
Southampton,1.7,Sheffield United,1.4,2019-20
Arsenal,2.3,Watford,3.7,2019-20
Crystal Palace,0.8,Tottenham,0.3,2019-20
Man City,3.2,Norwich,1.0,2019-20
Chelsea,1.4,Wolves,0.2,2019-20
West Ham,0.9,Aston Villa,1.0,2019-20
Newcastle,0.1,Liverpool,0.6,2019-20
Burnley,1.7,Brighton,1.2,2019-20
Man United,1.5,Leicester,1.8,2018-19
Newcastle,1.0,Tottenham,2.0,2018-19
Fulham,0.7,Crystal Palace,1.0,2018-19
Bournemouth,2.2,Cardiff,1.4,2018-19
Watford,1.2,Brighton,0.3,2018-19
Huddersfield,0.3,Chelsea,1.9,2018-19
Wolves,1.0,Everton,1.0,2018-19
Southampton,1.1,Burnley,1.4,2018-19
Liverpool,4.0,West Ham,0.7,2018-19
Arsenal,0.5,Man City,1.7,2018-19
Cardiff,0.9,Newcastle,1.6,2018-19
West Ham,1.2,Bournemouth,1.3,2018-19
Everton,1.5,Southampton,1.7,2018-19
Leicester,0.2,Wolves,1.1,2018-19
Tottenham,2.9,Fulham,1.6,2018-19
Chelsea,1.6,Arsenal,2.4,2018-19
Burnley,0.6,Watford,1.5,2018-19
Man City,4.2,Huddersfield,0.7,2018-19
Brighton,1.7,Man United,1.4,2018-19
Crystal Palace,0.4,Liverpool,2.6,2018-19
Wolves,1.0,Man City,1.6,2018-19
Arsenal,1.8,West Ham,1.1,2018-19
Southampton,0.5,Leicester,0.6,2018-19
Huddersfield,0.2,Cardiff,0.9,2018-19
Bournemouth,2.2,Everton,0.6,2018-19
Liverpool,1.6,Brighton,0.6,2018-19
Watford,1.2,Crystal Palace,1.0,2018-19
Fulham,1.3,Burnley,1.5,2018-19
Newcastle,0.2,Chelsea,1.5,2018-19
Man United,1.5,Tottenham,1.2,2018-19
Leicester,1.0,Liverpool,1.0,2018-19
Crystal Palace,2.4,Southampton,2.7,2018-19
Brighton,2.8,Fulham,1.6,2018-19
Chelsea,1.1,Bournemouth,0.9,2018-19
Everton,0.8,Huddersfield,0.4,2018-19
West Ham,1.1,Wolves,1.0,2018-19
Man City,2.0,Newcastle,0.5,2018-19
Cardiff,1.0,Arsenal,1.7,2018-19
Watford,0.4,Tottenham,0.6,2018-19
Burnley,0.8,Man United,2.5,2018-19
Tottenham,1.0,Liverpool,2.6,2018-19
Man City,4.8,Fulham,0.4,2018-19
Huddersfield,0.9,Crystal Palace,0.7,2018-19
Newcastle,0.4,Arsenal,1.0,2018-19
Bournemouth,2.3,Leicester,2.3,2018-19
Chelsea,2.6,Cardiff,0.7,2018-19
Watford,1.3,Man United,1.9,2018-19
Wolves,2.6,Burnley,0.3,2018-19
Everton,1.4,West Ham,1.2,2018-19
Southampton,2.0,Brighton,1.4,2018-19
Fulham,1.7,Watford,1.4,2018-19
Crystal Palace,0.9,Newcastle,0.2,2018-19
Cardiff,0.1,Man City,2.5,2018-19
Liverpool,1.7,Southampton,0.3,2018-19
Burnley,2.1,Bournemouth,1.0,2018-19
Man United,0.6,Wolves,1.0,2018-19
Leicester,1.7,Huddersfield,0.7,2018-19
Brighton,0.8,Tottenham,1.9,2018-19
West Ham,1.0,Chelsea,1.5,2018-19
Arsenal,0.8,Everton,0.8,2018-19
West Ham,1.4,Man United,0.7,2018-19
Newcastle,0.4,Leicester,1.3,2018-19
Everton,2.3,Fulham,0.5,2018-19
Wolves,1.6,Southampton,0.8,2018-19
Arsenal,1.4,Watford,2.8,2018-19
Man City,2.7,Brighton,0.2,2018-19
Huddersfield,0.4,Tottenham,2.1,2018-19
Chelsea,1.1,Liverpool,1.6,2018-19
Cardiff,1.7,Burnley,0.3,2018-19
Bournemouth,1.8,Crystal Palace,0.4,2018-19
Brighton,1.2,West Ham,1.4,2018-19
Leicester,0.9,Everton,1.3,2018-19
Burnley,0.4,Huddersfield,1.0,2018-19
Tottenham,2.0,Cardiff,1.2,2018-19
Watford,1.0,Bournemouth,3.2,2018-19
Crystal Palace,1.4,Wolves,0.7,2018-19
Man United,1.9,Newcastle,1.6,2018-19
Fulham,1.4,Arsenal,1.1,2018-19
Southampton,1.6,Chelsea,2.9,2018-19
Liverpool,0.4,Man City,1.0,2018-19
Chelsea,1.8,Man United,0.8,2018-19
Bournemouth,0.9,Southampton,0.5,2018-19
Man City,4.0,Burnley,0.4,2018-19
West Ham,0.8,Tottenham,0.9,2018-19
Newcastle,1.8,Brighton,0.8,2018-19
Wolves,0.7,Watford,1.1,2018-19
Cardiff,1.5,Fulham,0.7,2018-19
Huddersfield,0.7,Liverpool,0.6,2018-19
Everton,1.8,Crystal Palace,1.3,2018-19
Arsenal,2.7,Leicester,0.5,2018-19
Brighton,0.9,Wolves,1.4,2018-19
Southampton,1.1,Newcastle,0.4,2018-19
Fulham,0.5,Bournemouth,2.0,2018-19
Liverpool,2.4,Cardiff,0.8,2018-19
Watford,2.0,Huddersfield,0.5,2018-19
Leicester,1.7,West Ham,1.4,2018-19
Burnley,0.4,Chelsea,2.6,2018-19
Crystal Palace,2.3,Arsenal,0.9,2018-19
Man United,2.3,Everton,1.8,2018-19
Tottenham,0.4,Man City,1.6,2018-19
Bournemouth,1.6,Man United,3.0,2018-19
Cardiff,0.9,Leicester,2.1,2018-19
Everton,2.0,Brighton,0.5,2018-19
Newcastle,0.5,Watford,2.0,2018-19
West Ham,2.4,Burnley,1.1,2018-19
Arsenal,1.4,Liverpool,1.3,2018-19
Wolves,2.7,Tottenham,1.4,2018-19
Man City,2.2,Southampton,2.0,2018-19
Chelsea,1.7,Crystal Palace,0.4,2018-19
Huddersfield,0.6,Fulham,0.4,2018-19
Cardiff,2.1,Brighton,0.5,2018-19
Newcastle,2.2,Bournemouth,1.6,2018-19
Huddersfield,1.1,West Ham,1.7,2018-19
Leicester,1.8,Burnley,0.4,2018-19
Southampton,1.1,Watford,1.2,2018-19
Crystal Palace,0.8,Tottenham,1.2,2018-19
Liverpool,1.8,Fulham,0.5,2018-19
Chelsea,1.2,Everton,0.3,2018-19
Arsenal,0.9,Wolves,1.9,2018-19
Man City,1.9,Man United,1.1,2018-19
Man United,0.9,Crystal Palace,1.2,2018-19
Fulham,1.3,Southampton,1.3,2018-19
West Ham,0.9,Man City,2.7,2018-19
Brighton,1.0,Leicester,1.2,2018-19
Everton,2.1,Cardiff,1.0,2018-19
Watford,0.4,Liverpool,1.2,2018-19
Tottenham,3.1,Chelsea,1.0,2018-19
Bournemouth,0.6,Arsenal,1.6,2018-19
Wolves,0.8,Huddersfield,0.7,2018-19
Burnley,1.8,Newcastle,1.6,2018-19
Cardiff,1.0,Wolves,0.8,2018-19
Newcastle,1.0,West Ham,2.5,2018-19
Crystal Palace,1.6,Burnley,0.7,2018-19
Huddersfield,0.6,Brighton,1.2,2018-19
Leicester,1.3,Watford,1.2,2018-19
Man City,2.6,Bournemouth,0.6,2018-19
Southampton,0.7,Man United,1.1,2018-19
Chelsea,2.1,Fulham,0.4,2018-19
Arsenal,2.7,Tottenham,1.2,2018-19
Liverpool,2.9,Everton,1.1,2018-19
West Ham,1.7,Cardiff,2.1,2018-19
Brighton,1.3,Crystal Palace,1.7,2018-19
Bournemouth,0.9,Huddersfield,1.8,2018-19
Watford,1.8,Man City,2.5,2018-19
Wolves,0.7,Chelsea,1.3,2018-19
Fulham,1.4,Leicester,1.2,2018-19
Burnley,0.9,Liverpool,2.4,2018-19
Everton,1.8,Newcastle,1.5,2018-19
Man United,1.1,Arsenal,1.1,2018-19
Tottenham,1.6,Southampton,1.7,2018-19
Bournemouth,0.3,Liverpool,1.6,2018-19
West Ham,1.2,Crystal Palace,0.7,2018-19
