Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeStreak,AwayStreak,HC,AC,Season,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR,HomeGD,AwayGD,HomeForm,AwayForm,HomeStreakWeighted,AwayStreakWeighted,HomeGoals,HomeSOT,HomeCorners,AwayGoals,AwaySOT,AwayCorners,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR
2014-08-14,Leicester,Everton,2,2,D,,,3,6,2014,71,72,68,72,78,78,78,78,0,0,1.0,1.0,,,,,,,,,71,72,68,72,78,78,78,78
2014-08-16,Man United,Swansea,1,2,A,,,4,0,2014,85,80,75,81,77,74,74,75,0,0,1.0,1.0,,,,,,,,,85,80,75,81,77,74,74,75
2014-08-16,QPR,Hull,0,1,A,,,8,9,2014,74,74,71,75,75,73,70,73,0,0,1.0,1.0,,,,,,,,,74,74,71,75,75,73,70,73
2014-08-16,West Brom,Sunderland,2,2,D,,,6,3,2014,74,74,71,74,76,73,72,74,0,0,1.0,1.0,,,,,,,,,74,74,71,74,76,73,72,74
2014-08-16,West Ham,Tottenham,0,1,A,,,8,5,2014,75,74,72,75,78,77,77,78,0,0,1.0,1.0,,,,,,,,,75,74,72,75,78,77,77,78
2014-08-17,Liverpool,Southampton,2,1,H,,,2,6,2014,79,78,75,79,77,75,76,76,0,0,1.0,1.0,,,,,,,,,79,78,75,79,77,75,76,76
2014-08-18,Burnley,Chelsea,1,3,A,,,4,3,2014,71,70,71,70,82,82,81,83,0,0,1.0,1.0,,,,,,,,,71,70,71,70,82,82,81,83
2014-08-23,Chelsea,Leicester,2,0,H,,,8,7,2014,82,82,81,83,71,72,68,72,2,0,1.1,1.0,,,,,,,,,82,82,81,83,71,72,68,72
2014-08-23,Crystal Palace,West Ham,1,3,A,,,6,9,2014,73,73,73,73,75,74,72,75,-1,-1,0.9,0.9,,,,,,,,,73,73,73,73,75,74,72,75
2014-08-23,Everton,Arsenal,2,2,D,,,3,3,2014,78,78,78,78,80,80,77,80,0,1,1.0,1.1,,,,,,,,,78,78,78,78,80,80,77,80
2014-08-23,Southampton,West Brom,0,0,D,,,1,5,2014,77,75,76,76,74,74,71,74,-1,0,0.9,1.0,,,,,,,,,77,75,76,76,74,74,71,74
2014-08-23,Swansea,Burnley,1,0,H,,,2,3,2014,77,74,74,75,71,70,71,70,1,-2,1.1,0.9,,,,,,,,,77,74,74,75,71,70,71,70
2014-08-24,Hull,Stoke,1,1,D,,,4,5,2014,75,73,70,73,76,75,74,76,1,0,1.1,1.0,,,,,,,,,75,73,70,73,76,75,74,76
2014-08-24,Sunderland,Man United,1,1,D,,,4,4,2014,76,73,72,74,85,80,75,81,0,-1,1.0,0.9,,,,,,,,,76,73,72,74,85,80,75,81
2014-08-24,Tottenham,QPR,4,0,H,,,7,6,2014,78,77,77,78,74,74,71,75,1,-1,1.1,0.9,,,,,,,,,78,77,77,78,74,74,71,75
2014-08-25,Man City,Liverpool,3,1,H,,,6,7,2014,83,82,81,82,79,78,75,79,0,1,1.0,1.1,,,,,,,,,83,82,81,82,79,78,75,79
2014-08-30,Burnley,Man United,0,0,D,,,3,6,2014,71,70,71,70,85,80,75,81,-3,-1,0.81,0.91,,,,,,,,,71,70,71,70,85,80,75,81
2014-08-30,Everton,Chelsea,3,6,A,,,8,2,2014,78,78,78,78,82,82,81,83,0,4,1.01,1.2000000000000002,,,,,,,,,78,78,78,78,82,82,81,83
2014-08-30,Man City,Stoke,0,1,A,,,11,4,2014,83,82,81,82,76,75,74,76,2,0,1.11,1.01,,,,,,,,,83,82,81,82,76,75,74,76
2014-08-30,QPR,Sunderland,1,0,H,,,4,6,2014,74,74,71,75,76,73,72,74,-5,0,0.81,0.99,,,,,,,,,74,74,71,75,76,73,72,74
2014-08-30,Swansea,West Brom,3,0,H,,,0,7,2014,77,74,74,75,74,74,71,74,2,0,1.1900000000000002,0.99,,,,,,,,,77,74,74,75,74,74,71,74
2014-08-30,West Ham,Southampton,1,3,A,,,2,9,2014,75,74,72,75,77,75,76,76,1,-1,0.99,0.91,,,,,,,,,75,74,72,75,77,75,76,76
2014-08-31,Leicester,Arsenal,1,1,D,,,5,10,2014,71,72,68,72,80,80,77,80,-2,1,0.9,1.09,,,,,,,,,71,72,68,72,80,80,77,80
2014-08-31,Tottenham,Liverpool,0,3,A,,,7,3,2014,78,77,77,78,79,78,75,79,5,-1,1.1900000000000002,0.9900000000000001,,,,,,,,,78,77,77,78,79,78,75,79
2014-09-13,Arsenal,Man City,2,2,D,,,0,3,2014,80,80,77,80,83,82,81,82,1,1,1.0710000000000002,0.9990000000000001,,,,,,,,,80,80,77,80,83,82,81,82
2014-09-13,Chelsea,Swansea,4,2,H,,,7,4,2014,82,82,81,83,77,74,74,75,7,5,1.3010000000000002,1.2890000000000001,,,,,,,,,82,82,81,83,77,74,74,75
2014-09-13,Crystal Palace,Burnley,0,0,D,,,5,5,2014,73,73,73,73,71,70,71,70,-3,-3,0.81,0.8200000000000001,,,,,,,,,73,73,73,73,71,70,71,70
2014-09-13,Stoke,Leicester,0,1,A,,,13,3,2014,76,75,74,76,71,72,68,72,1,-2,1.121,0.919,,,,,,,,,76,75,74,76,71,72,68,72
2014-09-13,Sunderland,Tottenham,2,2,D,,,5,5,2014,76,73,72,74,78,77,77,78,-1,2,0.891,1.0710000000000002,,,,,,,,,76,73,72,74,78,77,77,78
2014-09-13,West Brom,Everton,0,2,A,,,9,1,2014,74,74,71,74,78,78,78,78,-3,-3,0.891,0.909,,,,,,,,,74,74,71,74,78,78,78,78
2014-09-14,Man United,QPR,4,0,H,,,3,1,2014,85,80,75,81,74,74,71,75,-1,-4,0.9,0.909,,,,,,,,,85,80,75,81,74,74,71,75
2014-09-15,Hull,West Ham,2,2,D,,,3,10,2014,75,73,70,73,75,74,72,75,1,-1,1.09,0.891,,,,,,,,,75,73,70,73,75,74,72,75
2014-09-20,Burnley,Sunderland,0,0,D,,,5,1,2014,71,70,71,70,76,73,72,74,-3,-1,0.8190000000000001,0.909,,,,,,,,,71,70,71,70,76,73,72,74
2014-09-20,QPR,Stoke,2,2,D,,,10,1,2014,74,74,71,75,76,75,74,76,-8,0,0.8181,1.0089,,,,,,,,,74,74,71,75,76,75,74,76
2014-09-20,Swansea,Southampton,0,1,A,,,2,4,2014,77,74,74,75,77,75,76,76,3,1,1.1601000000000001,1.0090000000000001,,,,,,,,,77,74,74,75,77,75,76,76
2014-09-20,West Ham,Liverpool,3,1,H,,,7,5,2014,75,74,72,75,79,78,75,79,-1,2,0.9109,1.1090000000000002,,,,,,,,,75,74,72,75,79,78,75,79
2014-09-21,Everton,Crystal Palace,2,3,A,,,7,1,2014,78,78,78,78,73,73,73,73,-1,-3,0.9981,0.811,,,,,,,,,78,78,78,78,73,73,73,73
2014-09-21,Leicester,Man United,5,3,H,,,2,4,2014,71,72,68,72,85,80,75,81,-1,3,1.0311000000000001,0.9909,,,,,,,,,71,72,68,72,85,80,75,81
2014-09-21,Man City,Chelsea,1,1,D,,,14,2,2014,83,82,81,82,82,82,81,83,1,9,1.0062000000000002,1.4299000000000002,,,,,,,,,83,82,81,82,82,82,81,83
2014-09-21,Tottenham,West Brom,0,1,A,,,9,7,2014,78,77,77,78,74,74,71,74,2,-5,1.0530000000000002,0.8019000000000001,,,,,,,,,78,77,77,78,74,74,71,74
2014-09-27,Arsenal,Tottenham,1,1,D,,0.4666666666666667,15,5,2014,80,80,77,80,78,77,77,78,1,1,1.0638,0.9477000000000001,,0.6444444444444445,,,,1.4,6.6,,80,80,77,80,78,77,77,78
2014-09-27,Crystal Palace,Leicester,2,0,H,,0.5333333333333333,6,6,2014,73,73,73,73,71,72,68,72,-2,1,0.9108100000000001,1.1301900000000002,,0.37777777777777777,,,,1.8,4.0,,73,73,73,73,71,72,68,72
2014-09-27,Hull,Man City,2,4,A,,,3,8,2014,75,73,70,73,83,82,81,82,1,1,1.0701,1.0485700000000002,,,,,,,,,75,73,70,73,83,82,81,82
2014-09-27,Liverpool,Everton,1,1,D,,0.3333333333333333,8,2,2014,79,78,75,79,78,78,78,78,0,-2,0.9981000000000002,0.89829,,0.3333333333333333,,,,2.2,5.0,,79,78,75,79,78,78,78,78
2014-09-27,Man United,West Ham,2,1,H,0.3333333333333333,0.4666666666666667,7,10,2014,85,80,75,81,75,74,72,75,1,1,0.89181,1.0218,0.28888888888888886,0.37777777777777777,1.8,4.2,,1.8,7.2,,85,80,75,81,75,74,72,75
2014-09-27,Southampton,QPR,2,1,H,,0.26666666666666666,6,3,2014,77,75,76,76,74,74,71,75,2,-8,1.12501,0.83718,,0.2222222222222222,,,,0.6,5.8,,77,75,76,76,74,74,71,75
2014-09-27,Sunderland,Swansea,0,0,D,0.26666666666666666,0.6,10,1,2014,76,73,72,74,77,74,74,75,-1,2,0.9,1.0440900000000002,0.26666666666666666,0.8,1.0,3.8,,1.6,1.6,,76,73,72,74,77,74,74,75
2014-09-28,West Brom,Burnley,4,0,H,0.3333333333333333,0.2,10,2,2014,74,74,71,74,71,70,71,70,-4,-3,0.9072000000000001,0.8280000000000001,0.26666666666666666,0.13333333333333333,0.6,6.8,,0.2,4.0,,74,74,71,74,71,70,71,70
2014-10-04,Hull,Crystal Palace,2,0,H,,0.4666666666666667,6,7,2014,75,73,70,73,73,73,73,73,-1,0,0.96309,1.023829,,0.26666666666666666,,,,1.4,4.2,,75,73,70,73,73,73,73,73
2014-10-04,Leicester,Burnley,2,2,D,0.4666666666666667,0.2,9,3,2014,71,72,68,72,71,70,71,70,-1,-7,1.0171710000000003,0.7452000000000001,0.4222222222222222,0.2,1.4,4.6,,0.0,3.6,,71,72,68,72,71,70,71,70
2014-10-04,Liverpool,West Brom,2,1,H,0.4666666666666667,0.4666666666666667,5,5,2014,79,78,75,79,74,74,71,74,0,0,0.9881190000000002,0.9900000000000001,0.5555555555555556,0.3111111111111111,1.6,5.0,,1.0,7.6,,79,78,75,79,74,74,71,74
2014-10-04,Sunderland,Stoke,3,1,H,0.26666666666666666,,7,4,2014,76,73,72,74,76,75,74,76,-1,0,0.914409,0.9898199999999999,0.24444444444444444,,0.6,5.2,,,,,76,73,72,74,76,75,74,76
2014-10-05,Chelsea,Arsenal,2,0,H,0.8666666666666667,0.4666666666666667,2,2,2014,82,82,81,83,80,80,77,80,9,1,1.3875300000000002,1.0521900000000002,0.9555555555555556,0.5555555555555556,3.2,4.4,,1.6,7.4,,82,82,81,83,80,80,77,80
2014-10-05,Man United,Everton,2,1,H,0.5333333333333333,0.3333333333333333,11,6,2014,85,80,75,81,78,78,78,78,2,-2,0.99399,0.908271,0.4666666666666667,0.3333333333333333,2.0,4.8,,2.0,4.2,,85,80,75,81,78,78,78,78
2014-10-05,Tottenham,Southampton,1,0,H,0.3333333333333333,0.6666666666666666,10,5,2014,78,77,77,78,77,75,76,76,1,3,0.9593100000000001,1.208728,0.4222222222222222,0.4888888888888889,1.4,6.6,,1.4,5.2,,78,77,77,78,77,75,76,76
2014-10-05,West Ham,QPR,2,0,H,0.4666666666666667,0.26666666666666666,7,5,2014,75,74,72,75,74,74,71,75,0,-9,0.91962,0.7534620000000001,0.5333333333333333,0.3111111111111111,2.0,7.6,,0.8,4.8,,75,74,72,75,74,74,71,75
2014-10-18,Arsenal,Hull,2,2,D,0.26666666666666666,0.5333333333333333,10,0,2014,80,80,77,80,75,73,70,73,-1,1,0.9469710000000001,1.0654729,0.3111111111111111,0.5555555555555556,1.2,6.0,,1.6,5.0,,80,80,77,80,75,73,70,73
2014-10-18,Burnley,West Ham,1,3,A,0.26666666666666666,0.4666666666666667,5,7,2014,71,70,71,70,75,74,72,75,-7,2,0.7723971000000001,0.9949662,0.28888888888888886,0.35555555555555557,0.4,3.6,,1.8,7.2,,71,70,71,70,75,74,72,75
2014-10-18,Crystal Palace,Chelsea,1,2,A,0.4666666666666667,0.8666666666666667,3,2,2014,73,73,73,73,82,82,81,83,-2,11,0.9214461,1.492749,0.4222222222222222,0.9111111111111111,1.2,5.0,,3.0,4.2,,73,73,73,73,82,82,81,83
2014-10-18,Man City,Tottenham,4,1,H,0.5333333333333333,0.3333333333333333,3,4,2014,83,82,81,82,78,77,77,78,3,2,1.1555800000000003,1.0801828000000002,0.5111111111111111,0.2,2.0,8.4,,0.8,7.2,,83,82,81,82,78,77,77,78
2014-10-18,Southampton,Sunderland,8,0,H,0.6666666666666666,0.4,5,6,2014,77,75,76,76,76,73,72,74,2,1,1.0878552,1.013391,0.7111111111111111,0.26666666666666666,1.2,5.0,,1.0,5.8,,77,75,76,76,76,73,72,74
2014-10-19,QPR,Liverpool,2,3,A,0.26666666666666666,0.4666666666666667,7,2,2014,74,74,71,75,79,78,75,79,-11,1,0.6781158,1.0871190000000002,0.4,0.37777777777777777,0.8,4.6,,1.6,5.6,,74,74,71,75,79,78,75,79
2014-10-19,Stoke,Swansea,2,1,H,0.3333333333333333,0.4666666666666667,3,5,2014,76,75,74,76,77,74,74,75,-2,2,0.8908379999999999,1.029681,0.4222222222222222,0.6222222222222222,1.0,5.4,,1.2,1.8,,76,75,74,76,77,74,74,75
2014-10-20,West Brom,Man United,2,2,D,0.4,0.6666666666666666,0,11,2014,74,74,71,74,85,80,75,81,-1,3,0.8910000000000001,1.0848171,0.3333333333333333,0.5777777777777777,1.2,7.6,,2.2,6.2,,74,74,71,74,85,80,75,81
2014-10-25,Liverpool,Hull,0,0,D,0.6666666666666666,0.4,14,1,2014,79,78,75,79,75,73,70,73,2,1,1.1549305800000003,1.05362271,0.6,0.35555555555555557,2.0,4.6,,1.8,3.2,,79,78,75,79,75,73,70,73
2014-10-25,Southampton,Stoke,1,0,H,0.8,0.4666666666666667,6,3,2014,77,75,76,76,76,75,74,76,10,-1,1.1891942999999998,0.9938060999999999,0.8666666666666667,0.4666666666666667,2.8,5.8,,1.2,5.0,,77,75,76,76,76,75,74,76
2014-10-25,Sunderland,Arsenal,0,2,A,0.4,0.26666666666666666,3,3,2014,76,73,72,74,80,80,77,80,-7,-1,0.9120518999999999,0.9588211900000001,0.4,0.28888888888888886,1.0,5.8,,1.2,7.4,,76,73,72,74,80,80,77,80
2014-10-25,Swansea,Leicester,2,0,H,0.26666666666666666,0.5333333333333333,2,2,2014,77,74,74,75,71,72,68,72,1,-1,0.9267129000000001,0.9899739000000003,0.37777777777777777,0.6,1.2,2.4,,1.8,5.0,,77,74,74,75,71,72,68,72
2014-10-25,West Brom,Crystal Palace,2,2,D,0.4666666666666667,0.4666666666666667,6,3,2014,74,74,71,74,73,73,73,73,-1,-3,0.9103817100000001,0.82930149,0.4888888888888889,0.5777777777777777,1.6,6.2,,1.2,4.4,,74,74,71,74,73,73,73,73
2014-10-25,West Ham,Man City,2,1,H,0.6666666666666666,0.5333333333333333,4,8,2014,75,74,72,75,83,82,81,82,4,6,1.07220591,1.2635982800000003,0.5777777777777777,0.35555555555555557,2.2,8.2,,2.2,7.8,,75,74,72,75,83,82,81,82
2014-10-26,Burnley,Everton,1,3,A,0.2,0.26666666666666666,5,4,2014,71,70,71,70,78,78,78,78,-9,-3,0.6951573900000001,0.8174439,0.24444444444444444,0.3111111111111111,0.6,4.0,,1.8,4.8,,71,70,71,70,78,78,78,78
2014-10-26,Man United,Chelsea,1,1,D,0.6666666666666666,0.8666666666666667,4,7,2014,85,80,75,81,82,82,81,83,3,12,1.06543539,1.5848936100000002,0.6888888888888889,0.8666666666666667,2.6,7.2,,3.0,3.0,,85,80,75,81,82,82,81,83
2014-11-01,Arsenal,Burnley,3,0,H,0.4,0.13333333333333333,18,1,2014,80,80,77,80,71,70,71,70,1,-11,1.05002638,0.6256416510000001,0.3111111111111111,0.17777777777777778,1.4,6.0,,0.8,4.0,,80,80,77,80,71,70,71,70
2014-11-01,Chelsea,QPR,2,1,H,0.7333333333333333,0.06666666666666667,13,2,2014,82,82,81,83,74,74,71,75,12,-12,1.5329477880000002,0.6103042200000001,0.7777777777777778,0.08888888888888889,2.0,4.0,,1.0,5.2,,82,82,81,83,74,74,71,75
2014-11-01,Everton,Swansea,0,0,D,0.4666666666666667,0.26666666666666666,11,0,2014,78,78,78,78,77,74,74,75,-1,3,0.886959639,1.0257102900000001,0.4666666666666667,0.13333333333333333,1.8,4.0,,1.0,2.8,,78,78,78,78,77,74,74,75
2014-11-01,Hull,Southampton,0,1,A,0.4,0.8,7,4,2014,75,73,70,73,77,75,76,76,1,11,1.063753497,1.28857491,0.37777777777777777,0.8,1.6,2.6,,2.4,5.2,,75,73,70,73,77,75,76,76
2014-11-01,Leicester,West Brom,0,1,A,0.4666666666666667,0.5333333333333333,8,3,2014,71,72,68,72,74,74,71,74,-3,-1,0.8909765100000002,0.9022736880000001,0.6444444444444445,0.6666666666666666,1.6,4.4,,2.0,5.6,,71,72,68,72,74,74,71,74
2014-11-01,Stoke,West Ham,2,2,D,0.26666666666666666,0.8,9,2,2014,76,75,74,76,75,74,72,75,-2,5,0.8944254899999999,1.198565738,0.2222222222222222,0.7333333333333333,1.0,4.8,,2.2,7.0,,76,75,74,76,75,74,72,75
2014-11-02,Man City,Man United,1,0,H,0.5333333333333333,0.5333333333333333,7,4,2014,83,82,81,82,85,80,75,81,5,3,1.1372384520000003,1.117381212,0.5333333333333333,0.5333333333333333,2.4,7.2,,2.0,7.4,,83,82,81,82,85,80,75,81
2014-11-03,Crystal Palace,Sunderland,1,3,A,0.4666666666666667,0.3333333333333333,11,2,2014,73,73,73,73,76,73,72,74,-3,-9,0.837409512,0.8208467099999999,0.6222222222222222,0.4,1.6,4.0,,0.6,5.4,,73,73,73,73,76,73,72,74
2014-11-08,Burnley,Hull,1,0,H,0.06666666666666667,0.3333333333333333,7,1,2014,71,70,71,70,75,73,70,73,-14,0,0.5630774859000001,0.9573781473,0.08888888888888889,0.37777777777777777,0.8,3.2,0.2,1.2,3.4,,71,70,71,70,75,73,70,73
2014-11-08,Liverpool,Chelsea,1,2,A,0.5333333333333333,0.7333333333333333,5,7,2014,79,78,75,79,82,82,81,83,2,13,1.1447997930000002,1.5939782100000002,0.4444444444444444,0.6888888888888889,1.4,6.8,,1.6,5.2,,79,78,75,79,82,82,81,83
2014-11-08,Man United,Crystal Palace,1,0,H,0.5333333333333333,0.26666666666666666,11,4,2014,85,80,75,81,73,73,73,73,2,-5,1.0056430908,0.7536685608,0.7111111111111111,0.37777777777777777,1.4,7.4,0.5466666666666666,1.2,6.0,,85,80,75,81,73,73,73,73
2014-11-08,QPR,Man City,2,2,D,0.06666666666666667,0.6666666666666666,7,7,2014,74,74,71,75,83,82,81,82,-13,6,0.5492737980000001,1.2489765732000002,0.1111111111111111,0.6444444444444445,1.2,5.4,,2.2,8.0,,74,74,71,75,83,82,81,82
2014-11-08,Southampton,Leicester,2,0,H,0.8,0.26666666666666666,13,4,2014,77,75,76,76,71,72,68,72,12,-4,1.3949502596999999,0.8018788590000002,0.7333333333333333,0.4,2.4,5.2,,1.4,5.4,,77,75,76,76,71,72,68,72
2014-11-09,Sunderland,Everton,1,1,D,0.4666666666666667,0.3333333333333333,5,4,2014,76,73,72,74,78,78,78,78,-7,-1,0.9045876611999999,0.9008347041,0.4444444444444444,0.24444444444444444,1.2,5.6,0.3333333333333333,1.4,6.0,,76,73,72,74,78,78,78,78
2014-11-09,Swansea,Arsenal,2,1,H,0.3333333333333333,0.5333333333333333,6,10,2014,77,74,74,75,80,80,77,80,3,4,1.0118352249000002,1.1125905451,0.24444444444444444,0.37777777777777777,0.6,2.0,,1.6,9.6,,77,74,74,75,80,80,77,80
2014-11-09,Tottenham,Stoke,1,2,A,0.3333333333333333,0.3333333333333333,5,5,2014,78,77,77,78,76,75,74,76,-1,-2,0.9721645200000002,0.9248395147999999,0.3111111111111111,0.3333333333333333,1.0,6.6,,1.4,4.0,,78,77,77,78,76,75,74,76
2014-11-22,Arsenal,Man United,1,2,A,0.4666666666666667,0.5333333333333333,11,5,2014,80,80,77,80,85,80,75,81,3,3,1.00133149059,1.08100994688,0.4222222222222222,0.5555555555555556,1.6,8.6,0.3866666666666666,1.2,8.2,0.5866666666666667,80,80,77,80,85,80,75,81
2014-11-22,Chelsea,West Brom,2,0,H,0.8666666666666667,0.5333333333333333,15,0,2014,82,82,81,83,74,74,71,74,14,0,1.7084581893000002,0.9913713390000001,0.8666666666666667,0.5111111111111111,1.8,6.2,0.8133333333333332,2.0,4.8,0.44000000000000006,82,82,81,83,74,74,71,74
2014-11-22,Everton,West Ham,2,1,H,0.4,0.6666666666666666,1,5,2014,78,78,78,78,75,74,72,75,-1,5,0.9012099998099999,1.1681517132,0.37777777777777777,0.6222222222222222,1.2,5.4,0.3466666666666666,2.0,6.0,0.5733333333333335,78,78,78,78,75,74,72,75
2014-11-22,Leicester,Sunderland,0,0,D,0.06666666666666667,0.4666666666666667,6,9,2014,71,72,68,72,76,73,72,74,-6,-7,0.7216909731000002,0.90421236549,0.08888888888888889,0.4888888888888889,0.4,5.8,0.4533333333333333,1.4,4.6,0.37333333333333335,71,72,68,72,76,73,72,74
2014-11-22,Man City,Swansea,2,1,H,0.6666666666666666,0.5333333333333333,7,3,2014,83,82,81,82,77,74,74,75,6,4,1.1790062956800003,1.1230942794100003,0.7555555555555555,0.4222222222222222,2.4,6.6,,1.0,2.8,0.3866666666666667,83,82,81,82,77,74,74,75
2014-11-22,Stoke,Burnley,1,2,A,0.4666666666666667,0.26666666666666666,14,0,2014,76,75,74,76,71,70,71,70,-1,-13,1.0220559668,0.65881530063,0.37777777777777777,0.17777777777777778,1.4,4.8,,1.0,4.2,0.17333333333333334,76,75,74,76,71,70,71,70
2014-11-23,Crystal Palace,Liverpool,3,1,H,0.06666666666666667,0.5333333333333333,4,3,2014,73,73,73,73,79,78,75,79,-6,1,0.67830170472,1.0303198137000003,0.06666666666666667,0.6222222222222222,0.8,5.6,0.42666666666666675,1.4,6.8,,73,73,73,73,79,78,75,79
2014-11-23,Hull,Tottenham,1,2,A,0.3333333333333333,0.26666666666666666,3,9,2014,75,73,70,73,78,77,77,78,-1,-2,0.8616403325700001,0.8749480680000001,0.4888888888888889,0.28888888888888886,0.8,3.0,,0.8,6.6,,75,73,70,73,78,77,77,78
2014-11-29,Liverpool,Stoke,1,0,H,0.4666666666666667,0.4666666666666667,5,5,2014,79,78,75,79,76,75,74,76,-1,-2,0.9272878323300002,0.91985037012,0.6666666666666666,0.5333333333333333,1.4,5.8,0.5333333333333334,1.4,6.8,0.3733333333333333,79,78,75,79,76,75,74,76
2014-11-29,Man United,Hull,3,0,H,0.5333333333333333,0.13333333333333333,7,0,2014,85,80,75,81,75,73,70,73,4,-2,1.1811430959390001,0.775476299313,0.4,0.2,1.2,7.0,0.5866666666666667,0.6,2.4,0.4,85,80,75,81,75,73,70,73
2014-11-29,QPR,Leicester,3,2,H,0.06666666666666667,0.13333333333333333,11,5,2014,74,74,71,75,71,72,68,72,-13,-6,0.6192440755200002,0.7399431123390001,0.022222222222222223,0.13333333333333333,1.2,4.8,0.18666666666666668,0.4,5.8,0.36000000000000004,74,74,71,75,71,72,68,72
2014-11-29,Sunderland,Chelsea,0,0,D,0.3333333333333333,0.8666666666666667,2,8,2014,76,73,72,74,82,82,81,83,-7,16,0.885960226251,1.8075953232000002,0.26666666666666666,0.8222222222222222,0.8,5.0,0.4133333333333333,1.8,8.8,0.8133333333333332,76,73,72,74,82,82,81,83
2014-11-29,Swansea,Crystal Palace,1,1,D,0.4666666666666667,0.26666666666666666,4,6,2014,77,74,74,75,73,73,73,73,3,-4,1.0107848514690003,0.78133368609,0.4666666666666667,0.15555555555555556,1.2,3.2,0.37333333333333335,1.4,5.0,0.3466666666666667,77,74,74,75,73,73,73,73
2014-11-29,West Brom,Arsenal,0,1,A,0.3333333333333333,0.4666666666666667,4,4,2014,74,74,71,74,80,80,77,80,-2,2,0.8922342051000001,0.9011983415309999,0.28888888888888886,0.5777777777777777,1.2,2.8,0.48,1.8,10.4,0.3866666666666666,74,74,71,74,80,80,77,80
2014-11-30,Southampton,Man City,0,3,A,0.8,0.6666666666666666,8,6,2014,77,75,76,76,83,82,81,82,14,7,1.4751381456,1.2913157236210002,0.6666666666666666,0.6444444444444445,2.4,6.6,0.7466666666666667,2.0,6.4,0.5866666666666667,77,75,76,76,83,82,81,82
2014-11-30,Tottenham,Everton,2,1,H,0.4666666666666667,0.5333333333333333,3,4,2014,78,77,77,78,78,78,78,78,-1,0,0.9611121012570001,1.01802517113,0.4444444444444444,0.4444444444444444,1.2,6.6,0.3466666666666667,1.4,5.2,0.36,78,77,77,78,78,78,78,78
2014-12-02,Leicester,Liverpool,1,3,A,0.06666666666666667,0.4666666666666667,7,4,2014,71,72,68,72,79,78,75,79,-7,0,0.6659488011051001,1.0192728693420001,0.044444444444444446,0.4888888888888889,0.4,5.0,0.29333333333333333,1.2,5.8,0.5333333333333333,71,72,68,72,79,78,75,79
2014-12-02,Man United,Stoke,2,1,H,0.6666666666666666,0.26666666666666666,2,2,2014,85,80,75,81,76,75,74,76,7,-3,1.2586907258703002,0.827865333108,0.5111111111111111,0.28888888888888886,1.4,6.2,0.5599999999999999,1.0,7.2,0.4,85,80,75,81,76,75,74,76
2014-12-02,Swansea,QPR,2,0,H,0.5333333333333333,0.26666666666666666,9,2,2014,77,74,74,75,74,74,71,75,3,-12,0.9878397349311003,0.6932383867539001,0.6444444444444445,0.1111111111111111,1.2,3.0,0.3733333333333333,1.6,6.4,0.14666666666666667,77,74,74,75,74,74,71,75
2014-12-02,West Brom,West Ham,1,2,A,0.3333333333333333,0.6666666666666666,7,3,2014,74,74,71,74,75,74,72,75,-3,4,0.8030107845900001,1.05133654188,0.4,0.8444444444444444,1.0,2.6,0.4533333333333333,2.0,5.0,0.6133333333333334,74,74,71,74,75,74,72,75
2014-12-03,Arsenal,Southampton,1,0,H,0.6,0.8,9,4,2014,80,80,77,80,77,75,76,76,3,11,0.9904217620409999,1.32762433104,0.6666666666666666,0.9333333333333333,1.6,9.2,0.42666666666666664,2.4,7.2,0.7733333333333333,80,80,77,80,77,75,76,76
2014-12-03,Chelsea,Tottenham,3,0,H,0.7333333333333333,0.6,1,6,2014,82,82,81,83,78,77,77,78,16,0,1.7154318135051,1.06291461837,0.7333333333333333,0.5333333333333333,1.4,10.0,0.8133333333333332,1.4,6.2,0.3466666666666666,82,82,81,83,78,77,77,78
2014-12-03,Everton,Hull,1,1,D,0.5333333333333333,0.06666666666666667,6,4,2014,78,78,78,78,75,73,70,73,-1,-5,0.9162226540169999,0.6979286693817,0.6222222222222222,0.1111111111111111,1.4,4.8,0.4,0.2,2.4,0.32,78,78,78,78,75,73,70,73
2014-12-03,Sunderland,Man City,1,4,A,0.4,0.6666666666666666,2,0,2014,76,73,72,74,83,82,81,82,-7,10,0.9781237359459001,1.4388295381810001,0.4,0.5333333333333333,0.8,4.2,0.4,1.8,7.0,0.6133333333333333,76,73,72,74,83,82,81,82
2014-12-06,Hull,West Brom,0,0,D,0.06666666666666667,0.26666666666666666,3,2,2014,75,73,70,73,74,74,71,74,-5,-4,0.71975806784523,0.722709706131,0.022222222222222223,0.37777777777777777,0.4,3.0,0.2533333333333333,0.8,4.0,0.44000000000000006,75,73,70,73,74,74,71,74
2014-12-06,Liverpool,Sunderland,0,0,D,0.4666666666666667,0.4,5,7,2014,79,78,75,79,76,73,72,74,2,-10,1.0858677494525102,0.88031136235131,0.3111111111111111,0.5333333333333333,1.2,6.2,0.5333333333333333,1.0,4.0,0.4000000000000001,79,78,75,79,76,73,72,74
